------------------------------
  Elements     Atomic Weight  
------------------------------
  1.	C         12.01099968
  2.	H          1.00800002
  3.	O         15.99899960
  4.	N         14.00699997
------------------------------


--------------------------------------------------------------------------------------------------------------
                                                Molecular        Temperature        Elements
  Species                  Phase  Charge         weight         Low      High       C       H       O       N


    316. H + C4H2  = C4H3 
         k:       1.100000e+42	   -8.72      15300.00


    317. H + C4H3  = H2 + C4H2 
         k:       3.000000e+13	    0.00          0.00


    318. OH + C4H3  = H2O + C4H2 
         k:       2.000000e+12	    0.00          0.00


    319. C2H3 + C4H3  = 2C3H3 
         k:       4.000000e+12	    0.00          0.00


    320. O2 + C4H3  = CH2CO + HCCO 
         k:       7.860000e+16	   -1.80          0.00


    321. CH3CHO  = H2 + CH2CO 
         k:       4.000000e+13	    0.00      80500.00


    322. O2 + C3H4-A  => CH2O + CH2CO 
         k:       1.000000e+15	    0.00      41000.00


    323. O + C2H2  => CH2CO 
         k:       1.000000e+13	    0.00      15000.00


    324. O + CH2CO  => 2HCO 
         k:       2.000000e+13	    0.00       2300.00


    325. O + CH2CO  => CO + CH2O 
         k:       1.000000e+12	    0.00       5000.00


    326. OH + CH2CO  => CO2 + CH3 
         k:       1.000000e+13	    0.00          0.00


    327. O2 + CH2CO  => CO2 + CH2O 
         k:       1.000000e+14	    0.00      37000.00


    328. O2 + CH2CO  => OH + CO + HCO 
         k:       3.000000e+14	    0.00      40000.00


    329. O + C4H3  = C2H + CH2CO 
         k:       2.000000e+13	    0.00          0.00


    330. OH + CH3CO  => H2O + CH2CO 
         k:       3.000000e+12	    0.00          0.00


    331. OH + CH2CHO  => H2O + CH2CO 
         k:       5.000000e+12	    0.00          0.00


    332. HO2 + CH2CO  => OH + CO + CH2O 
         k:       1.000000e+10	    0.00       5000.00


    333. O2 + CH2CHO  => HO2 + CH2CO 
         k:       5.000000e+11	    0.00       3000.00


    334. 2CH2CO  = CH3CO + HCCO 
         k:       1.500000e+13	    0.00      60500.00


    335. 2CH2CO  = CO2 + C3H4-A 
         k:       7.500000e+09	    0.00      27700.00


    336. 2CH2CO  => 2CO + C2H4 
         k:       7.500000e+10	    0.00      40000.00


    337. CH2CO  => H + HCCO 
         k:       1.500000e+14	    0.00     102400.00


    338. CH3 + CH2CO  = OH + C3H4-A 
         k:       1.500000e+11	    0.00      32300.00


    339. CH3 + CH2CO  = OH + C3H4-P 
         k:       3.000000e+10	    0.00      39000.00


    340. OH + HCCO  = H + CO + HCO 
         k:       1.000000e+13	    0.00          0.00


    341. O2 + HCCO  = CO2 + HCO 
         k:       2.400000e+11	    0.00       -854.00


    342. 2HCCO  => 2CO + C2H2 
         k:       1.000000e+13	    0.00          0.00


    343. C2H3 + HCCO  = CO + C3H4-P 
         k:       4.000000e+13	    0.00          0.00


    344. HCCO + C3H5-A  = CO + C4H6 
         k:       1.000000e+12	    0.00          0.00


    345. O2 + C2H2  = OH + HCCO 
         k:       2.000000e+07	    1.50      30000.00


    346. OH + C4H2  = C2H2 + HCCO 
         k:       5.000000e+12	    0.00          0.00


    347. O2 + C2H  = O + HCCO 
         k:       2.300000e+13	    0.00          0.00


    348. O2 + C3H2  = HCO + HCCO 
         k:       4.000000e+13	    0.00          0.00


    349. OH + C3H3  = C2H3CHO 
         k:       3.000000e+13	    0.00          0.00


    350. OH + C3H4-P  => H + C2H3CHO 
         k:       6.000000e+11	    0.00       1000.00


    351. OH + C2H3CHO  => HCO + CH3CHO 
         k:       4.000000e+12	    0.00          0.00


    352. OH + C2H3CHO  => H + CO2 + C2H4 
         k:       5.000000e+12	    0.00          0.00


    353. HO2 + C2H3CHO  => OH + CH2O + CH2CO 
         k:       5.000000e+12	    0.00      15000.00


    354. HCO + C2H4  => 0.2H + 0.8CO + 0.8C2H5 + 0.2C2H3CHO 
         k:       7.000000e+11	    0.00       6000.00


    355. HCO + C3H6  => CH3 + C2H3CHO 
         k:       5.000000e+11	    0.00       6000.00


    356. O2 + C4H6  => CH2O + C2H3CHO 
         k:       1.000000e+14	    0.00      39000.00


    357. O2 + C5H6  => CH2CO + C2H3CHO 
         k:       1.000000e+13	    0.00      39000.00


    358. H + C2H3CHO  => HCO + C2H4 
         k:       1.000000e+13	    0.00       5000.00


    359. O + OH +M  = HO2 +M 
         k:       1.000000e+16	    0.00          0.00


    360. O2 + C2H5  => CH3O + CH2O 
         k:       1.000000e+14	    0.00      24000.00


    361. O2 + C2H5  => O + CH3 + CH2O 
         k:       1.000000e+13	    0.00      27000.00


    362. O + C2H5  => 0.35H + 0.3OH + 0.35CH3 + 0.35CH2O + 0.3C2H4 + 0.35CH3CHO 
         k:       5.000000e+13	    0.00          0.00


    363. HO2 + C2H5  => OH + CH3 + CH2O 
         k:       5.000000e+12	    0.00          0.00


    364. O + C2H4  => CH3CHO 
         k:       1.000000e+09	    0.00       5000.00


    365. CH2OHCHO  = CH2OH + HCO 
         k:       1.000000e+16	    0.00      82000.00


    366. CH2OHCHO  = 2CH2O 
         k:       5.000000e+12	    0.00      60000.00


    367. CH2OHCHO  = H2O + CH2CO 
         k:       1.000000e+14	    0.00      70000.00


    368. OH + C2H3CHO  => CH3 + CHOCHO 
         k:       1.000000e+12	    0.00          0.00


    369. CHOCHO  = 2HCO 
         k:       3.000000e+16	    0.00      71000.00


    370. HCOOH  = H2O + CO 
         k:       9.000000e+13	    0.00      65300.00


    371. HCOOH  = H2 + CO2 
         k:       7.000000e+12	    0.00      64700.00


    372. CH3 + CH2O  = H + CH3CHO 
         k:       2.000000e+11	    0.00       7600.00


    373. OH + C3H2  = HCO + C2H2 
         k:       5.000000e+13	    0.00          0.00


    374. 2C2H2  = C2H3 + C2H 
         k:       1.700000e+14	    0.00      92000.00


    375. C2H6 + C2H2  = C2H5 + C2H3 
         k:       2.000000e+14	    0.00      60000.00


    376. 2CH3  => H2 + C2H4 
         k:       5.000000e+14	    0.00      32000.00


    377. C2H3 + C3H6  => CH3 + C4H6 
         k:       1.800000e+11	    0.00       6000.00


    378. C2H5 + C4H71-3  => C2H6 + C4H6 
         k:       1.000000e+12	    0.00          0.00


    379. C2H2 + C3H4-A  = C2H + C3H5-A 
         k:       5.000000e+14	    0.00      73000.00


    380. C2H2 + C3H6  = C2H3 + C3H5-A 
         k:       4.000000e+13	    0.00      46800.00


    381. C2H3 + C4H71-3  = C2H4 + C4H6 
         k:       2.000000e+12	    0.00          0.00


    382. CH3 + C3H3  = C4H6 
         k:       4.000000e+12	    0.00          0.00


    383. C3H3  = H + C3H2 
         k:       1.000000e+13	    0.00      97000.00


    384. CH3 + C4H6  => C2H4 + C3H5-A 
         k:       1.000000e+11	    0.00       7600.00


    385. C2H5 + C3H6  = C2H4 + NC3H7 
         k:       1.000000e+11	    0.00       7600.00


    386. C2H5 + C3H6  = CH3 + C4H8-1 
         k:       9.000000e+10	    0.00       7600.00


    387. C2H5 + C4H6  => C2H4 + C4H71-3 
         k:       1.000000e+10	    0.00       5000.00


    388. C2H4 + C4H71-3  => 0.15C2H5 + 0.85C3H6 + 0.85C3H5-A + 0.15C4H6 
         k:       2.000000e+11	    0.00      13000.00


    389. 2C3H6  = NC3H7 + C3H5-A 
         k:       1.000000e+15	    0.00      68000.00


    390. C2H6  = H2 + C2H4 
         k:       3.000000e+13	    0.00      78500.00


    391. C3H6  = H2 + C3H4-A 
         k:       1.800000e+13	    0.00      78000.00


    392. C3H6  = H2 + C3H4-P 
         k:       1.800000e+13	    0.00      78000.00


    393. C2H4 + C2H2  = C4H6 
         k:       5.000000e+10	    0.00      27000.00


    394. 2C2H4  = C4H8-1 
         k:       1.000000e+10	    0.00      40000.00


    395. 2C2H2  = H2 + C4H2 
         k:       1.000000e+16	    0.00      68200.00


    396. 2C3H2  = C2H2 + C4H2 
         k:       2.000000e+13	    0.00      85000.00


    397. H + C3H3  = C3H4-A 
         k:       2.050000e+13	    0.21       -173.00
         Pressure Logarithmic Interpolation
         1	4.000000e-02	3.390000e+36	   -7.41       6337.00
         2	1.000000e+00	3.160000e+29	   -5.00       4711.00
         3	1.000000e+01	8.710000e+23	   -3.20       3255.00
         4	1.000000e+02	2.050000e+13	    0.21       -173.00


    398. H + C3H3  = C3H4-P 
         k:       6.400000e+13	    0.10        -31.20
         Pressure Logarithmic Interpolation
         1	4.000000e-02	3.630000e+36	   -7.36       6039.00
         2	1.000000e+00	7.940000e+29	   -5.06       4861.00
         3	1.000000e+01	1.070000e+24	   -3.15       3261.00
         4	1.000000e+02	6.400000e+13	    0.10        -31.20


    399. 2C2H2  = H + C4H3 
         k:       2.000000e+16	    0.00      81500.00


    400. C2H2 + C4H2  = C2H + C4H3 
         k:       3.000000e+14	    0.00      97000.00


    401. C2H + C3H4-P  => CH3 + C4H2 
         k:       3.000000e+11	    0.00       8000.00


    402. O + C4H2  = CO + C3H2 
         k:       2.700000e+13	    0.00       1660.00


    403. OH + C4H2  => HCO + C3H2 
         k:       3.000000e+12	    0.00       5000.00


    404. OH + C4H3  => CO + 0.5C3H4-P + 0.5C3H4-A 
         k:       3.000000e+12	    0.00          0.00


    405. H + CH3CO  = CH3CHO 
         k:       1.300000e+13	    0.00          0.00


    406. O2 + C3H4-P  => HCO + CH3CO 
         k:       7.000000e+13	    0.00      41000.00


    407. O2 + CH3CHO  = HO2 + CH2CHO 
         k:       4.000000e+13	    0.00      49000.00


    408. H + CH3CHO  = H2 + CH3CO 
         k:       5.000000e+07	    2.00       3600.00


    409. C2H5CHO (+M)  = HCO + C2H5 (+M) 
         Fall-off (Troe)
         k0:      2.870000e+84	  -18.60     101060.00
         kInf:    1.300000e+26	   -3.00      86405.90
         Troe Parameters
         a    2.49e-03
         T*** 3.77e+02
         T*   6.09e+00
         T**  4.63e+03


    410. C2H5CHO (+M)  = CH3 + CH2CHO (+M) 
         Fall-off (Troe)
         k0:      1.260000e+87	  -19.40     101280.00
         kInf:    1.160000e+25	   -2.80      85718.20
         Troe Parameters
         a    2.49e-03
         T*** 3.72e+02
         T*   6.09e+00
         T**  5.25e+03


    411. C2H5CHO  => H + CO + C2H5 
         k:       9.400000e+16	   -0.43      89167.00


    412. C2H5CHO  = C2H6 + CO 
         k:       1.000000e+14	    0.00      75000.00


    413. C2H5CHO + H  => H2 + CO + C2H5 
         k:       1.600000e+14	    0.00       6360.00


    414. C2H5CHO + OH  => H2O + CO + C2H5 
         k:       2.000000e+13	    0.00        630.00


    415. C2H5CHO + HO2  => H2O2 + CO + C2H5 
         k:       5.000000e+12	    0.00      12460.00


    416. C2H5CHO + CH3  => CH4 + CO + C2H5 
         k:       1.400000e+12	    0.00       7234.20


    417. CH3OH + H  => H2O + CH3 
         k:       6.500000e+11	    0.00       5300.00


    418. O + C3H6  => 2H + C2H3CHO 
         k:       1.000000e+13	    0.00       3000.00


    419. O + C4H6  => CO + C3H6 
         k:       1.500000e+12	    0.00          0.00


    420. O + CH2O  => 2H + CO2 
         k:       2.000000e+13	    0.00       5000.00


    421. O + CH3CHO  => H + CO2 + CH3 
         k:       2.000000e+13	    0.00       3000.00


    422. OH + CH2O  => H2 + H + CO2 
         k:       1.000000e+11	    0.00          0.00


    423. OH + CH3CHO  => H2 + CO2 + CH3 
         k:       1.000000e+11	    0.00          0.00


    424. OH + C4H8-1  => 0.5CH2O + 0.5C2H5 + 0.5CH3CHO + 0.5NC3H7 
         k:       1.500000e+12	    0.00          0.00


    425. HO2 + C2H2  => CH2O + HCO 
         k:       5.000000e+12	    0.00      15000.00


    426. HCO + C4H6  => CO + C4H71-3 
         k:       5.000000e+11	    0.00       6000.00


    427. CH2O + HCO  = CO2 + CH3 
         k:       5.000000e+11	    0.00       8000.00


    428. HCO + CH3CHO  => CO2 + C2H5 
         k:       2.000000e+11	    0.00       8000.00


    429. CH2O + C2H3  => 0.5CH3O + 0.5CH2OH + C2H2 
         k:       5.000000e+11	    0.00       6000.00


    430. CO + CH3O  = CO2 + CH3 
         k:       5.000000e+11	    0.00       6500.00


    431. O2 + C2H2  => CO + CH2O 
         k:       3.000000e+11	    0.00      26000.00


    432. O2 + C2H4  => 2CH2O 
         k:       1.000000e+14	    0.00      48000.00


    433. O2 + C2H2  => 2HCO 
         k:       3.000000e+11	    0.00      27000.00


    434. O2 + C2H4  => CH3O + HCO 
         k:       1.000000e+14	    0.00      43000.00


    435. O2 + C4H6  => O2 + C2H4 + C2H2 
         k:       4.000000e+14	    0.00      40000.00


    436. O2 + C4H71-3  => HO2 + C4H6 
         k:       3.000000e+10	    0.00       8000.00


    437. O2 + CH2CHO  => OH + CO + CH2O 
         k:       6.000000e+10	    0.00          0.00


    438. O + CH3 +M  => CH3O +M 
         k:       5.000000e+16	    0.00          0.00


    439. O + C2H3  => CH2CHO 
         k:       2.500000e+13	    0.00          0.00


    440. O + NC3H7  => CH2O + C2H5 
         k:       2.000000e+13	    0.00          0.00


    441. O + C3H5-A  => CH2O + C2H3 
         k:       3.250000e+13	    0.00          0.00


    442. O + CH2CHO  => CH2O + HCO 
         k:       5.000000e+13	    0.00          0.00


    443. OH + C2H  => 0.7O + 0.7C2H2 + 0.3CH2CO 
         k:       1.000000e+12	    0.00      13000.00


    444. OH + C2H3  => CH3CHO 
         k:       5.000000e+12	    0.00          0.00


    445. OH + C4H71-3  => C2H4 + CH3CHO 
         k:       2.000000e+12	    0.00          0.00


    446. OH + C4H71-3  => 0.25C2H6 + 0.75H2 + CO + 0.5C2H4 + 0.5C3H6 
         k:       5.000000e+12	    0.00          0.00


    447. HO2 + C2H3  => OH + CH2CHO 
         k:       3.000000e+12	    0.00          0.00


    448. HO2 + HCO  = H2O2 + CO 
         k:       4.000000e+11	    0.00          0.00


    449. OH + CH3O  => H2O + CH2O 
         k:       1.500000e+13	    0.00          0.00


    450. CH3O + HCO  = 2CH2O 
         k:       1.000000e+13	    0.00          0.00


    451. CH3O + HCO  => CH3OH + CO 
         k:       1.000000e+13	    0.00          0.00


    452. CH3 + CH2OH  => CH4 + CH2O 
         k:       1.500000e+13	    0.00          0.00


    453. H + CH2CHO  => CH3CHO 
         k:       6.000000e+13	    0.00          0.00


    454. OH + CH2CHO  => CH2OH + HCO 
         k:       1.000000e+13	    0.00          0.00


    455. CH2CHO  = CH3CO 
         k:       2.000000e+11	    0.00      32000.00


    456. OH + C2H2  => CH2CHO 
         k:       5.000000e+11	    0.00          0.00


    457. O + C3H6  => C2H5CHO 
         k:       1.000000e+12	    0.00       5000.00


    458. O2 + C4H8-1  = C2H5CHO + CH2O 
         k:       1.000000e+14	    0.00      39000.00


    459. O2 + C4H6  => CO + HCO + C2H5 
         k:       5.000000e+13	    0.00      41000.00


    460. C2H5CHO + H  => CH2O + C2H5 
         k:       8.000000e+12	    0.00       6400.00


    461. OH + C2H3CHO  => H2O + CO + C2H3 
         k:       9.999600e+06	    2.00      -3343.83


    462. H + C5H5  = C5H6 
         k:       3.160000e+13	    0.28       -179.23


    463. CH3 + C4H3  => C5H6 
         k:       1.000000e+13	    0.00          0.00


    464. C2H2 + C3H4-A  = C5H6 
         k:       2.000000e+11	    0.00      22000.00


    465. C2H2 + C3H4-P  = C5H6 
         k:       2.500000e+10	    0.00      22000.00


    466. C2H4 + C3H3  = H + C5H6 
         k:       5.000000e+10	    0.00      20400.00


    467. H + C5H6  => C2H2 + C3H5-A 
         k:       2.000000e+12	    0.00       8000.00


    468. OH + C5H6  => HCO + C4H6 
         k:       8.000000e+12	    0.00          0.00


    469. OH + C5H6  => HCO + C2H4 + C2H2 
         k:       2.000000e+12	    0.00          0.00


    470. OH + C5H6  => CH3 + C2H2 + CH2CO 
         k:       2.000000e+13	    0.00          0.00


    471. O2 + C5H6  => 2CO + C3H6 
         k:       1.000000e+13	    0.00      39000.00


    472. O2 + C5H6  => CO + HCO + C3H5-A 
         k:       4.000000e+13	    0.00      39000.00


    473. O + C5H6  => CO + C4H6 
         k:       2.000000e+13	    0.00          0.00


    474. O + C5H6  => CH2CO + C3H4-A 
         k:       3.000000e+12	    0.00          0.00


    475. O + C5H6  => CH2CO + C3H4-P 
         k:       3.000000e+12	    0.00          0.00


    476. HO2 + C5H5  => OH + CO + C2H4 + C2H 
         k:       1.500000e+13	    0.00          0.00


    477. OH + C5H5  => CO + C2H4 + C2H2 
         k:       1.000000e+14	    0.25       4350.00


    478. OH + C5H5  => H + CH2CO + C3H3 
         k:       3.500000e+13	    0.25       4350.00


    479. OH + C5H5  => CO + C4H6 
         k:       1.250000e+13	    0.25       4350.00


    480. O + C5H5  => HCCO + C3H4-A 
         k:       5.000000e+12	    0.00          0.00


    481. O + C5H5  => HCCO + C3H4-P 
         k:       5.000000e+12	    0.00          0.00


    482. H + C5H6  => H2 + C5H5 
         k:       9.020000e+05	    2.35       2388.54


    483. H2 + C5H5  => H + C5H6 
         k:       1.700000e+04	    2.67      22609.40


    484. CH3 + C5H6  => CH4 + C5H5 
         k:       4.445300e+02	    2.91       4727.71


    485. CH4 + C5H5  => CH3 + C5H6 
         k:       7.728200e+02	    3.12      25857.11


    486. OH + C5H6  => H2O + C5H5 
         k:       1.000000e+14	    0.00       1714.00


    487. C5H5  => C2H2 + C3H3 
         k:       2.000000e+12	    0.00      68000.00


    488. CH3 + C4H2  => C5H5 
         k:       1.000000e+11	    0.00       7600.00


    489. CH3 + C5H5  => C2H2 + C4H6 
         k:       1.500000e+11	    0.00       8000.00


    490. C2H3 + C3H4-A  => H + C5H6 
         k:       5.000000e+11	    0.00       3000.00


    491. C2H3 + C3H4-P  => H + C5H6 
         k:       5.000000e+11	    0.00       3000.00


    492. C2H4 + C4H71-3  => H2 + CH3 + C5H6 
         k:       1.500000e+11	    0.00      13000.00


    493. C2H3 + C5H6  = C2H4 + C5H5 
         k:       1.400000e+06	    2.00       4871.29


    494. C2H3 + C4H6  => CH3 + C5H6 
         k:       1.000000e+12	    0.00       2000.00


    495. H + C3H5-A (+M)  = C3H6 (+M) 
         Fall-off (Troe)
         k0:      1.330000e+60	  -12.00       5967.80
         kInf:    1.000000e+14	    0.00          0.00
         Troe Parameters
         a    2.00e-02
         T*** 1.10e+03
         T*   1.10e+04
         T**  6.86e+03
         Third body efficiencies
         H2                  	enhanced by	   2.000
         H2O                 	enhanced by	   6.000
         CH4                 	enhanced by	   2.000
         CO                  	enhanced by	   1.500
         CO2                 	enhanced by	   2.000
         C2H6                	enhanced by	   3.000


    496. C3H6 + C3H5-A  => H2 + CH3 + C5H6 
         k:       1.000000e+11	    0.00      15000.00


    497. C3H6 + C3H5-A  = C2H3 + C4H8-1 
         k:       2.400000e+10	    0.00      15000.00


    498. C3H5-A + C4H6  = C2H5 + C5H6 
         k:       8.000000e+11	    0.00      15000.00


    499. C2H4 + PC4H9  = NC3H7 + C3H6 
         k:       1.500000e+11	    0.00       7600.00


    500. C3H5-A + C3H3  = C2H2 + C4H6 
         k:       2.500000e+11	    0.00          0.00


    501. C3H5-A + C4H71-3  = C3H6 + C4H6 
         k:       5.000000e+11	    0.00       3000.00


    502. C3H4-P  = C3H4-A 
         k:       1.400000e+52	  -10.86      95400.00
         Pressure Logarithmic Interpolation
         1	1.000000e-01	6.400000e+61	  -14.59      88200.00
         2	1.000000e+00	5.200000e+60	  -13.93      91100.00
         3	1.000000e+01	1.900000e+57	  -12.62      93300.00
         4	1.000000e+02	1.400000e+52	  -10.86      95400.00


    503. HCO + C4H8-1  => CO + PC4H9 
         k:       3.000000e+11	    0.00       6000.00


    504. O + PC4H9  => CH2O + NC3H7 
         k:       2.000000e+13	    0.00          0.00


    505. H2 + HCCO  => H + CH2CO 
         k:       5.992000e+05	    2.00       7705.88


    506. H2 + RC7H5O3  => H + C7H6O3 
         k:       2.800000e+05	    2.00      17208.34


    507. CH4 + CH3CO  => CH3 + CH3CHO 
         k:       9.450000e+05	    2.00      21697.02


    508. CH4 + CH2CHO  => CH3 + CH3CHO 
         k:       1.610000e+05	    2.00      18832.77


    509. CH4 + HCCO  => CH3 + CH2CO 
         k:       2.996000e+05	    2.00      10274.99


    510. CH4 + RC7H5O3  => CH3 + C7H6O3 
         k:       1.400000e+05	    2.00      19982.87


    511. CH3 + C2H2  => CH4 + C2H 
         k:       6.000000e+04	    2.00      11196.53


    512. C2H3 + C2H2  => C2H4 + C2H 
         k:       1.356000e+05	    2.00       9832.26


    513. C2H5 + C2H2  => C2H6 + C2H 
         k:       4.000000e+04	    2.00      13265.38


    514. C2H2 + C3H5-A  => C2H + C3H6 
         k:       1.078000e+05	    2.00      20432.90


    515. C2H2 + C5H5  => C2H + C5H6 
         k:       6.800000e+04	    2.00      21810.72


    516. O + C2H2  => OH + C2H 
         k:       4.700000e+06	    2.00       8057.53


    517. O2 + C2H2  => HO2 + C2H 
         k:       3.400000e+06	    2.00      54834.21


    518. HO2 + C2H2  => H2O2 + C2H 
         k:       1.600000e+06	    2.00      24090.27


    519. CH3O + C2H2  => CH3OH + C2H 
         k:       8.560000e+04	    2.00       6755.27


    520. CH2OH + C2H2  => CH3OH + C2H 
         k:       5.660000e+04	    2.00      17416.23


    521. HCO + C2H2  => CH2O + C2H 
         k:       2.520000e+05	    2.00      19856.30


    522. C2H2 + CH3CO  => C2H + CH3CHO 
         k:       2.700000e+05	    2.00      21810.72


    523. C2H2 + CH2CHO  => C2H + CH3CHO 
         k:       4.600000e+04	    2.00      18930.41


    524. C2H2 + HCCO  => C2H + CH2CO 
         k:       8.560000e+04	    2.00      11442.22


    525. C2H2 + C6H5O  => C6H5OH + C2H 
         k:       1.080000e+05	    2.00      20087.13


    526. C2H2 + RC7H5O3  => C2H + C7H6O3 
         k:       4.000000e+04	    2.00      20087.13


    527. C2H6 + C2H3  => C2H5 + C2H4 
         k:       6.102000e+05	    2.00       5704.86


    528. C2H6 + C5H5  => C2H5 + C5H6 
         k:       3.060000e+05	    2.00      17080.28


    529. C2H6 + CH2OH  => CH3OH + C2H5 
         k:       2.547000e+05	    2.00      12835.00


    530. C2H6 + HCO  => CH2O + C2H5 
         k:       1.134000e+06	    2.00      15407.96


    531. C2H6 + CH3CO  => C2H5 + CH3CHO 
         k:       1.215000e+06	    2.00      17208.29


    532. C2H6 + CH2CHO  => C2H5 + CH3CHO 
         k:       2.070000e+05	    2.00      14558.31


    533. C2H6 + C3H3  => C2H5 + C3H4-A 
         k:       2.430000e+05	    2.00      16545.66


    534. C2H6 + HCCO  => C2H5 + CH2CO 
         k:       3.852000e+05	    2.00       7127.10


    535. C2H6 + C6H5O  => C6H5OH + C2H5 
         k:       4.860000e+05	    2.00      15620.11


    536. C2H6 + RC7H5O3  => C2H5 + C7H6O3 
         k:       1.800000e+05	    2.00      15620.11


    537. C2H5 + C2H4  => C2H6 + C2H3 
         k:       1.600000e+05	    2.00      12804.86


    538. C2H4 + C3H5-A  => C2H3 + C3H6 
         k:       4.312000e+05	    2.00      20432.90


    539. O + C2H4  => OH + C2H3 
         k:       1.880000e+07	    2.00       8057.53


    540. HO2 + C2H4  => H2O2 + C2H3 
         k:       6.400000e+06	    2.00      24887.96


    541. CH2OH + C2H4  => CH3OH + C2H3 
         k:       2.264000e+05	    2.00      16955.72


    542. C2H4 + CH3CO  => C2H3 + CH3CHO 
         k:       1.080000e+06	    2.00      22090.32


    543. C2H4 + CH2CHO  => C2H3 + CH3CHO 
         k:       1.840000e+05	    2.00      19210.01


    544. C2H4 + C3H3  => C2H3 + C3H4-A 
         k:       2.160000e+05	    2.00      20642.98


    545. C2H4 + HCCO  => C2H3 + CH2CO 
         k:       3.424000e+05	    2.00      10274.48


    546. C2H4 + C6H5O  => C6H5OH + C2H3 
         k:       4.320000e+05	    2.00      20366.72


    547. C2H4 + RC7H5O3  => C2H3 + C7H6O3 
         k:       1.600000e+05	    2.00      20366.72


    548. C2H3 + C3H6  => C2H4 + C3H5-A 
         k:       2.034000e+05	    2.00       4432.90


    549. C3H6 + C5H5  => C3H5-A + C5H6 
         k:       1.020000e+05	    2.00      14000.00


    550. CH2OH + C3H6  => CH3OH + C3H5-A 
         k:       8.490000e+04	    2.00      10410.16


    551. HCO + C3H6  => CH2O + C3H5-A 
         k:       3.780000e+05	    2.00      12172.41


    552. CH3CO + C3H6  => CH3CHO + C3H5-A 
         k:       4.050000e+05	    2.00      13872.41


    553. CH2CHO + C3H6  => CH3CHO + C3H5-A 
         k:       6.900000e+04	    2.00      11372.41


    554. HCCO + C3H6  => CH2CO + C3H5-A 
         k:       1.284000e+05	    2.00       5732.90


    555. C3H6 + C6H5O  => C6H5OH + C3H5-A 
         k:       1.620000e+05	    2.00      12372.41


    556. C3H6 + RC7H5O3  => C3H5-A + C7H6O3 
         k:       6.000000e+04	    2.00      12372.41


    557. C2H3 + C3H4-A  => C2H4 + C3H3 
         k:       4.068000e+06	    2.00      10542.98


    558. C2H5 + C3H4-A  => C2H6 + C3H3 
         k:       1.200000e+06	    2.00      13545.66


    559. C3H4-A + C5H5  => C3H3 + C5H6 
         k:       2.040000e+06	    2.00      21810.72


    560. O + C3H4-A  => OH + C3H3 
         k:       1.410000e+08	    2.00       8057.53


    561. CH3O + C3H4-A  => CH3OH + C3H3 
         k:       2.568000e+06	    2.00       7035.56


    562. CH2OH + C3H4-A  => CH3OH + C3H3 
         k:       1.698000e+06	    2.00      17696.52


    563. HCO + C3H4-A  => CH2O + C3H3 
         k:       7.560000e+06	    2.00      19686.13


    564. CH3CO + C3H4-A  => CH3CHO + C3H3 
         k:       8.100000e+06	    2.00      21640.55


    565. CH2CHO + C3H4-A  => CH3CHO + C3H3 
         k:       1.380000e+06	    2.00      18760.24


    566. HCCO + C3H4-A  => CH2CO + C3H3 
         k:       2.568000e+06	    2.00      12152.94


    567. C3H4-A + C6H5O  => C6H5OH + C3H3 
         k:       3.240000e+06	    2.00      19916.95


    568. C3H4-A + RC7H5O3  => C3H3 + C7H6O3 
         k:       1.200000e+06	    2.00      19916.95


    569. C2H5 + C3H4-P  => C2H6 + C3H3 
         k:       1.200000e+06	    2.00      13545.66


    570. C3H4-P + C5H5  => C3H3 + C5H6 
         k:       2.040000e+06	    2.00      21810.72


    571. CH3O + C3H4-P  => CH3OH + C3H3 
         k:       2.568000e+06	    2.00       7035.56


    572. CH2OH + C3H4-P  => CH3OH + C3H3 
         k:       1.698000e+06	    2.00      17696.52


    573. HCO + C3H4-P  => CH2O + C3H3 
         k:       7.560000e+06	    2.00      19686.13


    574. CH3CO + C3H4-P  => CH3CHO + C3H3 
         k:       8.100000e+06	    2.00      21640.55


    575. CH2CHO + C3H4-P  => CH3CHO + C3H3 
         k:       1.380000e+06	    2.00      18760.24


    576. HCCO + C3H4-P  => CH2CO + C3H3 
         k:       2.568000e+06	    2.00      12152.94


    577. C3H4-P + C6H5O  => C6H5OH + C3H3 
         k:       3.240000e+06	    2.00      19916.95


    578. C3H4-P + RC7H5O3  => C3H3 + C7H6O3 
